component1,component2,component3,sigma,lcm
-4.4795904,-4.9217153,2.0934176,0.61,2.2
-4.480489,-4.900401,2.089311,0.62,2.2
-4.480887,-4.879052,2.0853558,0.63,2.2
-4.480799,-4.8576884,2.0815434,0.64,2.2
-4.4802365,-4.836324,2.077865,0.65,2.2
-4.479214,-4.814977,2.0743158,0.66,2.2
-4.4777427,-4.793659,2.0708885,0.67,2.2
-4.4758368,-4.772384,2.0675752,0.68,2.2
-4.473511,-4.7511663,2.064372,0.69,2.2
-4.4707775,-4.7300143,2.061272,0.7,2.2
-4.4676523,-4.708941,2.0582705,0.71,2.2
-4.4641485,-4.6879554,2.0553606,0.72,2.2
-4.4602804,-4.667068,2.0525389,0.73,2.2
-4.456061,-4.6462846,2.0498009,0.74,2.2
-4.4515047,-4.6256146,2.0471418,0.75,2.2
-4.446624,-4.605065,2.0445566,0.76,2.2
-4.441435,-4.5846424,2.0420423,0.77,2.2
-4.4359474,-4.5643535,2.0395956,0.78,2.2
-4.4301777,-4.5442014,2.0372107,0.79,2.2
-4.424136,-4.524194,2.0348866,0.8,2.2
-4.417836,-4.504332,2.0326164,0.81,2.2
-4.4112916,-4.484625,2.0304,0.82,2.2
-4.4045115,-4.4650702,2.028232,0.83,2.2
-4.3975096,-4.4456754,2.0261118,0.84,2.2
-4.390296,-4.4264417,2.0240352,0.85,2.2
-4.382883,-4.4073725,2.0219994,0.86,2.2
-4.3752813,-4.3884687,2.0200024,0.87,2.2
-4.3674994,-4.369733,2.0180411,0.88,2.2
-4.35955,-4.3511667,2.0161126,0.89,2.2
-4.351442,-4.332771,2.0142157,0.9,2.2
-4.343184,-4.314547,2.0123472,0.91,2.2
-4.334787,-4.2964954,2.010506,0.92,2.2
-4.326258,-4.278617,2.0086887,0.93,2.2
-4.3176064,-4.260913,2.006894,0.94,2.2
-4.3088408,-4.243381,2.0051198,0.95,2.2
-4.299969,-4.2260227,2.003365,0.96,2.2
-4.2909975,-4.20884,2.001627,0.97,2.2
-4.2819347,-4.1918287,1.9999039,0.98,2.2
-4.272787,-4.17499,1.9981941,0.99,2.2
-4.263563,-4.158324,1.9964968,1.0,2.2
-3.7634258,-5.272487,2.7595792,0.01,2.3
-3.7649593,-5.2730045,2.7581773,0.02,2.3
-3.7675292,-5.273847,2.7558415,0.03,2.3
-3.7711585,-5.2749867,2.7525747,0.04,2.3
-3.7758772,-5.2763677,2.7483966,0.05,2.3
-3.7817209,-5.277939,2.743313,0.06,2.3
-3.7887263,-5.2796483,2.7373288,0.07,2.3
-3.7969334,-5.281425,2.730456,0.08,2.3
-3.8063817,-5.283191,2.7227182,0.09,2.3
-3.815612,-5.2859025,2.714156,0.1,2.3
-3.8237808,-5.290077,2.7048113,0.11,2.3
-3.832866,-5.294266,2.6947072,0.12,2.3
-3.84288,-5.2983747,2.6838892,0.13,2.3
-3.8538249,-5.3023067,2.672412,0.14,2.3
-3.8656917,-5.305968,2.6603315,0.15,2.3
-3.878466,-5.3092666,2.6477137,0.16,2.3
-3.8921196,-5.312115,2.6346252,0.17,2.3
-3.9066143,-5.314421,2.6211343,0.18,2.3
-3.9219072,-5.316117,2.6073117,0.19,2.3
-3.9375923,-5.3172097,2.5932338,0.2,2.3
-3.9534152,-5.3176885,2.5789726,0.21,2.3
-3.9698484,-5.3173666,2.5645835,0.22,2.3
-3.986831,-5.316196,2.55013,0.23,2.3
-4.004224,-5.31415,2.535753,0.24,2.3
-4.0189657,-5.3158784,2.5210152,0.25,2.3
-4.034072,-5.3169303,2.5061157,0.26,2.3
-4.0494432,-5.317016,2.4914017,0.27,2.3
-4.065022,-5.3161106,2.4769225,0.28,2.3
-4.080752,-5.314201,2.4627202,0.29,2.3
-4.096527,-5.311456,2.4490347,0.3,2.3
-4.112119,-5.3085217,2.436648,0.31,2.3
-4.127707,-5.3045597,2.4245987,0.32,2.3
-4.14324,-5.299582,2.412904,0.33,2.3
-4.1586676,-5.293607,2.401578,0.34,2.3
-4.173947,-5.286657,2.3906305,0.35,2.3
-4.189033,-5.278761,2.3800685,0.36,2.3
-4.203884,-5.2699456,2.3698952,0.37,2.3
-4.2184615,-5.260247,2.3601089,0.38,2.3
-4.23273,-5.2497,2.3507109,0.39,2.3
-4.2466545,-5.2383394,2.3416927,0.4,2.3
-4.2602024,-5.2262063,2.3330486,0.41,2.3
-4.273346,-5.213339,2.324771,0.42,2.3
-4.2860613,-5.1997766,2.3168497,0.43,2.3
-4.2983227,-5.1855617,2.3092744,0.44,2.3
-4.3105497,-5.1705346,2.3007686,0.45,2.3
-4.3227434,-5.154465,2.2910311,0.46,2.3
-4.333105,-5.139915,2.2819757,0.47,2.3
-4.3428273,-5.1250367,2.2732742,0.48,2.3
-4.3520427,-5.1096444,2.2648804,0.49,2.3
-4.3607416,-5.0937757,2.2567859,0.5,2.3
-4.3689156,-5.0774636,2.2489772,0.51,2.3
-4.3765583,-5.060744,2.241448,0.52,2.3
-4.3836675,-5.043649,2.234186,0.53,2.3
-4.3902392,-5.0262103,2.2271821,0.54,2.3
-4.396272,-5.0084605,2.220425,0.55,2.3
-4.4017706,-4.990428,2.2139063,0.56,2.3
-4.406733,-4.972139,2.2076151,0.57,2.3
-4.411165,-4.953623,2.2015424,0.58,2.3
-4.415072,-4.9349055,2.1956785,0.59,2.3
-4.418459,-4.9160094,2.1900153,0.6,2.3
-4.4213347,-4.8969593,2.1845434,0.61,2.3
-4.423706,-4.8777766,2.1792529,0.62,2.3
-4.425581,-4.858483,2.174137,0.63,2.3
-4.426972,-4.8390965,2.1691892,0.64,2.3
-4.427885,-4.819638,2.1643999,0.65,2.3
-4.428335,-4.8001223,2.1597617,0.66,2.3
-4.4283314,-4.7805667,2.155269,0.67,2.3
-4.427886,-4.760988,2.1509142,0.68,2.3
-4.427011,-4.741401,2.14669,0.69,2.3
-4.4257193,-4.7218165,2.142593,0.7,2.3
-4.424021,-4.7022505,2.1386147,0.71,2.3
-4.4219313,-4.682713,2.1347501,0.72,2.3
-4.419462,-4.663216,2.1309943,0.73,2.3
-4.416625,-4.64377,2.127341,0.74,2.3
-4.4134345,-4.6243844,2.1237874,0.75,2.3
-4.4099026,-4.6050673,2.1203263,0.76,2.3
-4.406042,-4.585828,2.1169548,0.77,2.3
-4.4018655,-4.5666747,2.1136665,0.78,2.3
-4.3973856,-4.5476146,2.1104596,0.79,2.3
-4.3926134,-4.5286527,2.1073287,0.8,2.3
-4.3875628,-4.5097976,2.1042707,0.81,2.3
-4.3822446,-4.491052,2.101281,0.82,2.3
-4.376671,-4.472425,2.0983555,0.83,2.3
-4.370853,-4.453916,2.0954921,0.84,2.3
-4.3648033,-4.435534,2.0926874,0.85,2.3
-4.35853,-4.4172807,2.0899382,0.86,2.3
-4.352046,-4.39916,2.0872402,0.87,2.3
-4.3453617,-4.3811755,2.0845919,0.88,2.3
-4.3384876,-4.3633294,2.0819898,0.89,2.3
-4.3314314,-4.345624,2.079431,0.9,2.3
-4.3242054,-4.32806,2.076913,0.91,2.3
-4.3168173,-4.3106437,2.0744324,0.92,2.3
-4.3092756,-4.293373,2.0719898,0.93,2.3
-4.30159,-4.2762504,2.0695791,0.94,2.3
-4.29377,-4.259279,2.0672002,0.95,2.3
-4.285822,-4.2424545,2.0648506,0.96,2.3
-4.277754,-4.225782,2.062527,0.97,2.3
-4.269575,-4.209262,2.06023,0.98,2.3
-4.2612915,-4.1928935,2.057954,0.99,2.3
-4.2529087,-4.1766763,2.0557003,1.0,2.3
-3.701394,-5.1323,2.8736205,0.01,2.4
-3.7025726,-5.1329703,2.8723817,0.02,2.4
-3.704549,-5.1340737,2.870316,0.03,2.4
-3.7073457,-5.135588,2.8674202,0.04,2.4
-3.7109902,-5.137483,2.8636959,0.05,2.4
-3.7155166,-5.139718,2.8591435,0.06,2.4
-3.7209647,-5.142243,2.853762,0.07,2.4
-3.72738,-5.145001,2.847557,0.08,2.4
-3.7348087,-5.1479254,2.8405378,0.09,2.4
-3.7432988,-5.1509457,2.8327162,0.1,2.4
-3.752894,-5.15398,2.8241098,0.11,2.4
-3.7636337,-5.1569467,2.814743,0.12,2.4
-3.7755516,-5.159758,2.8046455,0.13,2.4
-3.7879508,-5.1628237,2.7938614,0.14,2.4
-3.7977931,-5.168175,2.7824647,0.15,2.4
-3.8084862,-5.1733594,2.7704682,0.16,2.4
-3.8200233,-5.178285,2.757925,0.17,2.4
-3.8323905,-5.1828656,2.744894,0.18,2.4
-3.8455641,-5.187017,2.731434,0.19,2.4
-3.859512,-5.190659,2.7176087,0.2,2.4
-3.8741953,-5.1937194,2.703479,0.21,2.4
-3.8895667,-5.196131,2.6891084,0.22,2.4
-3.9055738,-5.1978354,2.674559,0.23,2.4
-3.9221601,-5.1987815,2.6598911,0.24,2.4
-3.939266,-5.1989264,2.6451588,0.25,2.4
-3.9565866,-5.198294,2.6304235,0.26,2.4
-3.9736512,-5.1969647,2.615744,0.27,2.4
-3.9910471,-5.1947513,2.6011524,0.28,2.4
-4.008812,-5.192222,2.586033,0.29,2.4
-4.024976,-5.1927238,2.5697591,0.3,2.4
-4.039942,-5.1924615,2.5553033,0.31,2.4
-4.05501,-5.1912436,2.5411282,0.32,2.4
-4.0701294,-5.189073,2.5272632,0.33,2.4
-4.085253,-5.1859527,2.513731,0.34,2.4
-4.100321,-5.181927,2.500592,0.35,2.4
-4.1150684,-5.177834,2.4888225,0.36,2.4
-4.129689,-5.1728115,2.477399,0.37,2.4
-4.1441426,-5.166879,2.4663327,0.38,2.4
-4.158391,-5.160066,2.4556239,0.39,2.4
-4.1723948,-5.152399,2.4452748,0.4,2.4
-4.186123,-5.143909,2.4352856,0.41,2.4
-4.19954,-5.1346292,2.425652,0.42,2.4
-4.2126174,-5.1245933,2.4163694,0.43,2.4
-4.225327,-5.1138363,2.4074311,0.44,2.4
-4.2376437,-5.1023927,2.39883,0.45,2.4
-4.249544,-5.0903015,2.3905568,0.46,2.4
-4.261009,-5.0775943,2.382601,0.47,2.4
-4.2722597,-5.064237,2.3742971,0.48,2.4
-4.2835846,-5.049917,2.3645713,0.49,2.4
-4.2936974,-5.0361857,2.3550992,0.5,2.4
-4.3027754,-5.0228143,2.346071,0.51,2.4
-4.3113723,-5.008958,2.3373299,0.52,2.4
-4.31948,-4.9946485,2.328867,0.53,2.4
-4.3270926,-4.979917,2.3206758,0.54,2.4
-4.3342066,-4.964795,2.3127463,0.55,2.4
-4.3408175,-4.949311,2.3050692,0.56,2.4
-4.346925,-4.933495,2.2976346,0.57,2.4
-4.3525295,-4.9173746,2.2904363,0.58,2.4
-4.3576317,-4.900976,2.2834637,0.59,2.4
-4.362236,-4.8843255,2.2767086,0.6,2.4
-4.3663445,-4.8674464,2.2701635,0.61,2.4
-4.369963,-4.8503623,2.263819,0.62,2.4
-4.3730984,-4.833097,2.2576673,0.63,2.4
-4.3757577,-4.8156695,2.2517016,0.64,2.4
-4.377948,-4.798103,2.2459135,0.65,2.4
-4.379676,-4.780412,2.240296,0.66,2.4
-4.380952,-4.7626195,2.2348409,0.67,2.4
-4.3817873,-4.7447395,2.229543,0.68,2.4
-4.3821907,-4.72679,2.224394,0.69,2.4
-4.382173,-4.7087855,2.2193904,0.7,2.4
-4.3817444,-4.6907415,2.2145221,0.71,2.4
-4.3809166,-4.672671,2.2097862,0.72,2.4
-4.3796997,-4.654587,2.205176,0.73,2.4
-4.378107,-4.6365004,2.2006855,0.74,2.4
-4.376148,-4.618425,2.1963093,0.75,2.4
-4.3738365,-4.600369,2.192043,0.76,2.4
-4.3711824,-4.582345,2.1878815,0.77,2.4
-4.368199,-4.56436,2.1838198,0.78,2.4
-4.3648977,-4.5464244,2.179854,0.79,2.4
-4.3612895,-4.528545,2.1759787,0.8,2.4
-4.357386,-4.5107293,2.17219,0.81,2.4
-4.353198,-4.492986,2.168483,0.82,2.4
-4.348739,-4.475321,2.1648562,0.83,2.4
-4.344018,-4.4577403,2.1613038,0.84,2.4
-4.339045,-4.440248,2.1578217,0.85,2.4
-4.3338337,-4.4228516,2.1544077,0.86,2.4
-4.328393,-4.4055543,2.1510582,0.87,2.4
-4.322733,-4.3883615,2.1477685,0.88,2.4
-4.316865,-4.371275,2.144537,0.89,2.4
-4.3107967,-4.354302,2.1413603,0.9,2.4
-4.3045397,-4.337442,2.1382353,0.91,2.4
-4.2981014,-4.3207,2.1351585,0.92,2.4
-4.291493,-4.3040786,2.1321282,0.93,2.4
-4.284722,-4.2875805,2.1291401,0.94,2.4
-4.2777963,-4.271208,2.1261947,0.95,2.4
-4.270726,-4.2549596,2.1232867,0.96,2.4
-4.2635174,-4.238841,2.1204145,0.97,2.4
-4.2561784,-4.2228513,2.117577,0.98,2.4
-4.2487183,-4.2069926,2.11477,0.99,2.4
-4.241142,-4.1912656,2.1119928,1.0,2.4
-3.6553524,-5.0053477,2.9689674,0.01,2.5
-3.6562593,-5.0060987,2.9678714,0.02,2.5
-3.657781,-5.0073395,2.9660437,0.03,2.5
-3.6599367,-5.0090566,2.9634798,0.04,2.5
-3.6627505,-5.011227,2.960177,0.05,2.5
-3.6662538,-5.0138187,2.95613,0.06,2.5
-3.670484,-5.0167985,2.9513361,0.07,2.5
-3.6754835,-5.020121,2.9457917,0.08,2.5
-3.6813004,-5.023732,2.9394977,0.09,2.5
-3.6879823,-5.0275726,2.932455,0.1,2.5
-3.6955812,-5.0315766,2.924672,0.11,2.5
-3.7041442,-5.0356708,2.916158,0.12,2.5
-3.7137177,-5.039779,2.9069285,0.13,2.5
-3.724342,-5.0438175,2.897007,0.14,2.5
-3.736049,-5.0477037,2.8864212,0.15,2.5
-3.748858,-5.051353,2.8752038,0.16,2.5
-3.7627816,-5.054682,2.863394,0.17,2.5
-3.7733095,-5.0607424,2.8510828,0.18,2.5
-3.7845201,-5.066615,2.8382776,0.19,2.5
-3.7964957,-5.0721474,2.8250291,0.2,2.5
-3.8092163,-5.0772634,2.8113914,0.21,2.5
-3.8226516,-5.0818915,2.797422,0.22,2.5
-3.8367646,-5.085961,2.7831774,0.23,2.5
-3.8515146,-5.0894113,2.768713,0.24,2.5
-3.8668559,-5.092189,2.7540858,0.25,2.5
-3.8827355,-5.094248,2.73935,0.26,2.5
-3.8991005,-5.0955467,2.7245553,0.27,2.5
-3.9158943,-5.0960546,2.709752,0.28,2.5
-3.933059,-5.095745,2.6949844,0.29,2.5
-3.9505374,-5.0946026,2.6802955,0.3,2.5
-3.9682715,-5.0926156,2.665724,0.31,2.5
-3.9855373,-5.0899415,2.6513188,0.32,2.5
-4.0027695,-5.0864615,2.637099,0.33,2.5
-4.020521,-5.0847898,2.6200712,0.34,2.5
-4.03576,-5.0838284,2.6051357,0.35,2.5
-4.0501776,-5.082085,2.5914688,0.36,2.5
-4.064562,-5.0794497,2.5781236,0.37,2.5
-4.078871,-5.075937,2.565114,0.38,2.5
-4.0930643,-5.0715632,2.5524528,0.39,2.5
-4.107062,-5.0664973,2.540319,0.4,2.5
-4.120694,-5.061253,2.5292923,0.41,2.5
-4.134106,-5.0551906,2.518597,0.42,2.5
-4.1472654,-5.0483365,2.5082343,0.43,2.5
-4.160143,-5.0407205,2.4982028,0.44,2.5
-4.1727085,-5.032372,2.488498,0.45,2.5
-4.1849356,-5.0233235,2.4791162,0.46,2.5
-4.1968026,-5.0136056,2.4700482,0.47,2.5
-4.2082844,-5.003253,2.4612896,0.48,2.5
-4.219363,-4.992295,2.452831,0.49,2.5
-4.2300215,-4.980765,2.4446642,0.5,2.5
-4.24044,-4.9686375,2.436249,0.51,2.5
-4.25089,-4.9557242,2.426671,0.52,2.5
-4.260428,-4.942971,2.4170191,0.53,2.5
-4.2688365,-4.930795,2.4078226,0.54,2.5
-4.2767887,-4.9181647,2.3988926,0.55,2.5
-4.2842774,-4.905106,2.3902209,0.56,2.5
-4.291299,-4.8916507,2.3818028,0.57,2.5
-4.2978497,-4.8778243,2.373629,0.58,2.5
-4.3039284,-4.863656,2.3656914,0.59,2.5
-4.309535,-4.8491697,2.357984,0.6,2.5
-4.314669,-4.8343916,2.3504972,0.61,2.5
-4.319335,-4.819345,2.3432243,0.62,2.5
-4.323534,-4.8040524,2.3361564,0.63,2.5
-4.3272715,-4.7885394,2.3292882,0.64,2.5
-4.3305516,-4.7728233,2.3226106,0.65,2.5
-4.333383,-4.7569265,2.3161185,0.66,2.5
-4.33577,-4.740867,2.309803,0.67,2.5
-4.33772,-4.724665,2.3036597,0.68,2.5
-4.339242,-4.7083373,2.2976787,0.69,2.5
-4.340344,-4.6918993,2.291856,0.7,2.5
-4.3410378,-4.67537,2.2861848,0.71,2.5
-4.3413277,-4.658761,2.2806587,0.72,2.5
-4.341228,-4.642089,2.275272,0.73,2.5
-4.340746,-4.625366,2.2700193,0.74,2.5
-4.3398933,-4.608606,2.2648942,0.75,2.5
-4.338681,-4.591821,2.259893,0.76,2.5
-4.337118,-4.5750213,2.2550094,0.77,2.5
-4.3352165,-4.5582185,2.2502384,0.78,2.5
-4.332986,-4.541422,2.2455754,0.79,2.5
-4.3304386,-4.5246406,2.2410154,0.8,2.5
-4.3275847,-4.507886,2.2365553,0.81,2.5
-4.3244343,-4.491165,2.2321894,0.82,2.5
-4.3209987,-4.474484,2.2279124,0.83,2.5
-4.317289,-4.4578524,2.2237232,0.84,2.5
-4.313314,-4.441275,2.2196145,0.85,2.5
-4.309086,-4.424761,2.2155857,0.86,2.5
-4.304614,-4.4083123,2.2116303,0.87,2.5
-4.2999067,-4.3919377,2.2077465,0.88,2.5
-4.294976,-4.375641,2.2039297,0.89,2.5
-4.2898316,-4.3594265,2.2001777,0.9,2.5
-4.284482,-4.343298,2.196487,0.91,2.5
-4.2789373,-4.3272624,2.1928544,0.92,2.5
-4.273205,-4.3113194,2.189277,0.93,2.5
-4.267294,-4.2954736,2.1857507,0.94,2.5
-4.2612143,-4.2797303,2.182274,0.95,2.5
-4.254972,-4.264088,2.178845,0.96,2.5
-4.248578,-4.248552,2.1754596,0.97,2.5
-4.242037,-4.233124,2.1721153,0.98,2.5
-4.235358,-4.217806,2.1688104,0.99,2.5
-4.228548,-4.2025976,2.1655428,1.0,2.5
-3.6206539,-4.891209,3.0490866,0.01,2.6
-3.6213555,-4.89199,3.0481193,0.02,2.6
-3.622533,-4.8932834,3.046503,0.03,2.6
-3.624203,-4.8950787,3.0442355,0.04,2.6
-3.6263838,-4.8973613,3.0413117,0.05,2.6
-3.6291058,-4.9001117,3.0377257,0.06,2.6
-3.6323972,-4.903301,3.0334692,0.07,2.6
-3.6362998,-4.9068985,3.028538,0.08,2.6
-3.6408546,-4.9108644,3.0229259,0.09,2.6
-3.6461089,-4.915151,3.0166278,0.1,2.6
-3.6521108,-4.919707,3.009644,0.11,2.6
-3.6589136,-4.92447,3.0019748,0.12,2.6
-3.666567,-4.929375,2.9936247,0.13,2.6
-3.6751187,-4.9343514,2.9846063,0.14,2.6
-3.6846132,-4.939322,2.9749317,0.15,2.6
-3.6950874,-4.9442124,2.964625,0.16,2.6
-3.7065685,-4.94894,2.9537113,0.17,2.6
-3.7190766,-4.953425,2.9422228,0.18,2.6
-3.732619,-4.9575934,2.9301956,0.19,2.6
-3.7456725,-4.9624205,2.917687,0.2,2.6
-3.7565877,-4.968974,2.9047565,0.21,2.6
-3.7682126,-4.97519,2.8914263,0.22,2.6
-3.7805264,-4.980996,2.8777454,0.23,2.6
-3.7935002,-4.986325,2.8637624,0.24,2.6
-3.8071039,-4.9911156,2.8495324,0.25,2.6
-3.8212953,-4.995311,2.8351045,0.26,2.6
-3.8360336,-4.9988623,2.82053,0.27,2.6
-3.851271,-5.0017276,2.8058555,0.28,2.6
-3.8669596,-5.0038705,2.791131,0.29,2.6
-3.8830476,-5.0052605,2.7763982,0.3,2.6
-3.8994823,-5.0058756,2.7616985,0.31,2.6
-3.916211,-5.0057006,2.7470713,0.32,2.6
-3.933179,-5.004722,2.73255,0.33,2.6
-3.9503338,-5.0029387,2.7181664,0.34,2.6
-3.9676218,-5.0003495,2.7039514,0.35,2.6
-3.9849918,-4.9969573,2.6899264,0.36,2.6
-4.001889,-4.992899,2.676128,0.37,2.6
-4.0187645,-4.9897776,2.6606908,0.38,2.6
-4.0350842,-4.9878664,2.6443152,0.39,2.6
-4.0487394,-4.9854794,2.6312642,0.4,2.6
-4.0622907,-4.9822755,2.6185312,0.41,2.6
-4.0756984,-4.978272,2.6061246,0.42,2.6
-4.0889316,-4.9734898,2.5940495,0.43,2.6
-4.101954,-4.9679513,2.5823092,0.44,2.6
-4.1146383,-4.9620442,2.5713308,0.45,2.6
-4.126966,-4.955753,2.5610623,0.46,2.6
-4.1390066,-4.948758,2.5510986,0.47,2.6
-4.1507325,-4.9410877,2.5414333,0.48,2.6
-4.162122,-4.9327693,2.532063,0.49,2.6
-4.173155,-4.9238334,2.522981,0.5,2.6
-4.183814,-4.91431,2.5141819,0.51,2.6
-4.19408,-4.9042277,2.505656,0.52,2.6
-4.203939,-4.8936157,2.4973972,0.53,2.6
-4.2136164,-4.882433,2.4887536,0.54,2.6
-4.223228,-4.870605,2.4793084,0.55,2.6
-4.231982,-4.858907,2.4696443,0.56,2.6
-4.2397175,-4.8476806,2.4603906,0.57,2.6
-4.2470174,-4.836028,2.4513838,0.58,2.6
-4.253879,-4.8239784,2.4426184,0.59,2.6
-4.260299,-4.8115563,2.4340878,0.6,2.6
-4.266276,-4.7987876,2.4257848,0.61,2.6
-4.2718077,-4.7856965,2.417703,0.62,2.6
-4.2768965,-4.772305,2.4098353,0.63,2.6
-4.281542,-4.758637,2.402175,0.64,2.6
-4.2857485,-4.7447133,2.3947146,0.65,2.6
-4.2895203,-4.730556,2.3874493,0.66,2.6
-4.292861,-4.7161846,2.3803709,0.67,2.6
-4.295776,-4.701618,2.3734732,0.68,2.6
-4.2982707,-4.686877,2.3667502,0.69,2.6
-4.300353,-4.671975,2.3601952,0.7,2.6
-4.302029,-4.6569324,2.353802,0.71,2.6
-4.303307,-4.6417646,2.3475652,0.72,2.6
-4.3041964,-4.6264873,2.3414788,0.73,2.6
-4.3047037,-4.6111135,2.335537,0.74,2.6
-4.3048396,-4.5956597,2.3297343,0.75,2.6
-4.3046117,-4.580136,2.3240657,0.76,2.6
-4.3040304,-4.5645556,2.3185256,0.77,2.6
-4.303106,-4.5489335,2.3131077,0.78,2.6
-4.301846,-4.533277,2.3078089,0.79,2.6
-4.300262,-4.517598,2.302623,0.8,2.6
-4.2983646,-4.501909,2.2975466,0.81,2.6
-4.2961626,-4.486215,2.2925746,0.82,2.6
-4.2936654,-4.470529,2.2877026,0.83,2.6
-4.290884,-4.454856,2.282926,0.84,2.6
-4.287828,-4.4392056,2.278241,0.85,2.6
-4.2845078,-4.4235854,2.2736444,0.86,2.6
-4.2809324,-4.408001,2.26913,0.87,2.6
-4.27711,-4.3924594,2.2646961,0.88,2.6
-4.273053,-4.3769674,2.2603383,0.89,2.6
-4.2687683,-4.36153,2.2560532,0.9,2.6
-4.2642665,-4.346152,2.2518365,0.91,2.6
-4.259555,-4.3308377,2.247687,0.92,2.6
-4.2546453,-4.3155932,2.2436008,0.93,2.6
-4.2495413,-4.300421,2.2395732,0.94,2.6
-4.244257,-4.285326,2.235603,0.95,2.6
-4.238797,-4.270312,2.2316866,0.96,2.6
-4.23317,-4.2553797,2.2278225,0.97,2.6
-4.2273836,-4.2405353,2.224006,0.98,2.6
-4.221445,-4.2257786,2.2202358,0.99,2.6
-4.2153625,-4.2111125,2.2165082,1.0,2.6
-3.5940862,-4.788921,3.1167936,0.01,2.7
-3.594632,-4.7896976,3.1159365,0.02,2.7
-3.59555,-4.7909904,3.1145062,0.03,2.7
-3.5968528,-4.792789,3.1124988,0.04,2.7
-3.5985563,-4.7950854,3.1099086,0.05,2.7
-3.6006823,-4.7978654,3.10673,0.06,2.7
-3.603258,-4.8011093,3.1029534,0.07,2.7
-3.6063163,-4.804795,3.098572,0.08,2.7
-3.6098945,-4.8088946,3.0935771,0.09,2.7
-3.614034,-4.81337,3.087961,0.1,2.7
-3.618781,-4.8181844,3.0817168,0.11,2.7
-3.6241848,-4.8232894,3.0748417,0.12,2.7
-3.630294,-4.828629,3.0673313,0.13,2.7
-3.637159,-4.834147,3.059188,0.14,2.7
-3.644832,-4.8397746,3.0504177,0.15,2.7
-3.6533544,-4.845448,3.04103,0.16,2.7
-3.6627672,-4.8510904,3.0310414,0.17,2.7
-3.6731026,-4.8566294,3.0204701,0.18,2.7
-3.684387,-4.8619914,3.009345,0.19,2.7
-3.6966307,-4.867101,2.9976938,0.2,2.7
-3.7098427,-4.8718853,2.9855542,0.21,2.7
-3.7237527,-4.876454,2.972965,0.22,2.7
-3.7344153,-4.8834786,2.9600084,0.23,2.7
-3.7457361,-4.89016,2.9466894,0.24,2.7
-3.7576964,-4.8964357,2.9330533,0.25,2.7
-3.7702696,-4.9022408,2.9191477,0.26,2.7
-3.7834227,-4.9075236,2.90502,0.27,2.7
-3.7971206,-4.91223,2.890715,0.28,2.7
-3.8113225,-4.9163165,2.8762786,0.29,2.7
-3.8259861,-4.919747,2.8617568,0.3,2.7
-3.8410661,-4.922487,2.8471897,0.31,2.7
-3.8565156,-4.9245095,2.8326168,0.32,2.7
-3.872286,-4.925796,2.8180764,0.33,2.7
-3.8883264,-4.926329,2.8036036,0.34,2.7
-3.9045894,-4.926103,2.7892284,0.35,2.7
-3.921024,-4.9251094,2.774981,0.36,2.7
-3.9375842,-4.923352,2.760886,0.37,2.7
-3.9542196,-4.920833,2.746968,0.38,2.7
-3.970884,-4.917561,2.7332475,0.39,2.7
-3.987531,-4.9135466,2.7197402,0.4,2.7
-4.004118,-4.9088063,2.7064621,0.41,2.7
-4.020298,-4.9048066,2.6919332,0.42,2.7
-4.036449,-4.9020553,2.6755059,0.43,2.7
-4.0494013,-4.898967,2.6629422,0.44,2.7
-4.06204,-4.8951554,2.6508546,0.45,2.7
-4.0744824,-4.890625,2.639075,0.46,2.7
-4.086701,-4.8853965,2.6276057,0.47,2.7
-4.098667,-4.8794904,2.6164458,0.48,2.7
-4.1103554,-4.872934,2.605593,0.49,2.7
-4.12158,-4.866357,2.5957518,0.5,2.7
-4.132486,-4.8591714,2.586201,0.51,2.7
-4.1430573,-4.851391,2.576919,0.52,2.7
-4.1532774,-4.843041,2.5679014,0.53,2.7
-4.1631303,-4.8341484,2.5591407,0.54,2.7
-4.1726027,-4.824741,2.5506303,0.55,2.7
-4.1816816,-4.814846,2.5423636,0.56,2.7
-4.190697,-4.8043847,2.5334058,0.57,2.7
-4.1995096,-4.7933965,2.5240781,0.58,2.7
-4.20735,-4.7827787,2.5145175,0.59,2.7
-4.2144175,-4.772307,2.505287,0.6,2.7
-4.221073,-4.761442,2.4962847,0.61,2.7
-4.227313,-4.7502093,2.4875076,0.62,2.7
-4.2331347,-4.738629,2.478947,0.63,2.7
-4.2385387,-4.726726,2.470599,0.64,2.7
-4.243523,-4.7145214,2.4624562,0.65,2.7
-4.2480907,-4.702037,2.454513,0.66,2.7
-4.252245,-4.6892924,2.446764,0.67,2.7
-4.255987,-4.676307,2.4392016,0.68,2.7
-4.259323,-4.6631007,2.431821,0.69,2.7
-4.262256,-4.6496925,2.4246156,0.7,2.7
-4.2647915,-4.6360984,2.4175794,0.71,2.7
-4.266937,-4.6223354,2.410708,0.72,2.7
-4.2686977,-4.6084213,2.403995,0.73,2.7
-4.270082,-4.5943704,2.3974347,0.74,2.7
-4.2710943,-4.580197,2.39102,0.75,2.7
-4.271746,-4.565916,2.3847492,0.76,2.7
-4.272045,-4.551541,2.3786142,0.77,2.7
-4.2719984,-4.5370846,2.3726118,0.78,2.7
-4.2716155,-4.522557,2.3667352,0.79,2.7
-4.270904,-4.507972,2.3609805,0.8,2.7
-4.2698746,-4.4933395,2.3553424,0.81,2.7
