component1,component2,component3,sigma,lcm
-3.6506245,-4.6109557,3.1412895,0.28,3.1
-3.6627328,-4.6168904,3.1292531,0.29,3.1
-3.6722586,-4.6247163,3.1169488,0.3,3.1
-3.6822944,-4.63222,3.1043763,0.31,3.1
-3.6928246,-4.639354,3.0915694,0.32,3.1
-3.703825,-4.646076,3.0785608,0.33,3.1
-3.7152712,-4.652345,3.0653858,0.34,3.1
-3.727136,-4.6581273,3.0520744,0.35,3.1
-3.7393868,-4.6633887,3.0386622,0.36,3.1
-3.7519925,-4.6681037,3.025178,0.37,3.1
-3.764919,-4.6722484,3.0116522,0.38,3.1
-3.778128,-4.6758056,2.998113,0.39,3.1
-3.791586,-4.678759,2.984586,0.4,3.1
-3.805254,-4.6810975,2.9710982,0.41,3.1
-3.8190958,-4.6828136,2.9576693,0.42,3.1
-3.8330736,-4.6839037,2.9443228,0.43,3.1
-3.8471496,-4.6843667,2.931077,0.44,3.1
-3.8612878,-4.6842046,2.917949,0.45,3.1
-3.875451,-4.6834226,2.904953,0.46,3.1
-3.8896062,-4.6820283,2.892105,0.47,3.1
-3.9037173,-4.680028,2.8794153,0.48,3.1
-3.9177525,-4.677436,2.866895,0.49,3.1
-3.931681,-4.674264,2.8545537,0.5,3.1
-3.945471,-4.670527,2.8423965,0.51,3.1
-3.9590943,-4.666238,2.8304312,0.52,3.1
-3.9725244,-4.661416,2.8186638,0.53,3.1
-3.9857357,-4.6560783,2.8070958,0.54,3.1
-3.9987037,-4.650243,2.7957294,0.55,3.1
-4.011407,-4.643927,2.7845683,0.56,3.1
-4.0238853,-4.63753,2.773179,0.57,3.1
-4.036352,-4.632527,2.759912,0.58,3.1
-4.0481124,-4.6270866,2.747361,0.59,3.1
-4.0570507,-4.6215167,2.7379658,0.6,3.1
-4.0656686,-4.615565,2.728294,0.61,3.1
-4.0739794,-4.60918,2.7187836,0.62,3.1
-4.081977,-4.602371,2.7094839,0.63,3.1
-4.0896516,-4.595158,2.7003891,0.64,3.1
-4.0969963,-4.5875607,2.691496,0.65,3.1
-4.104006,-4.5795956,2.6827984,0.66,3.1
-4.11085,-4.5713673,2.6738768,0.67,3.1
-4.117507,-4.5629697,2.6648083,0.68,3.1
-4.1234326,-4.554846,2.6560185,0.69,3.1
-4.128648,-4.5469365,2.6472156,0.7,3.1
-4.133592,-4.538583,2.6383066,0.71,3.1
-4.1382008,-4.529934,2.629568,0.72,3.1
-4.1424723,-4.521006,2.6209958,0.73,3.1
-4.1464095,-4.5118165,2.6125865,0.74,3.1
-4.150014,-4.5023804,2.6043344,0.75,3.1
-4.153288,-4.4927135,2.5962372,0.76,3.1
-4.1562343,-4.4828296,2.58829,0.77,3.1
-4.158858,-4.4727445,2.5804875,0.78,3.1
-4.1611605,-4.462471,2.5728254,0.79,3.1
-4.16315,-4.452025,2.5653014,0.8,3.1
-4.1648283,-4.441416,2.5579093,0.81,3.1
-4.1662025,-4.4306593,2.5506463,0.82,3.1
-4.1672773,-4.419765,2.543507,0.83,3.1
-4.16806,-4.4087443,2.5364883,0.84,3.1
-4.1685543,-4.3976107,2.529586,0.85,3.1
-4.1687684,-4.3863726,2.5227964,0.86,3.1
-4.1687083,-4.3750415,2.5161138,0.87,3.1
-4.1683803,-4.363626,2.5095367,0.88,3.1
-4.1677914,-4.352134,2.5030606,0.89,3.1
-4.1669474,-4.3405766,2.4966817,0.9,3.1
-4.1658564,-4.3289614,2.4903958,0.91,3.1
-4.164524,-4.3172956,2.4841998,0.92,3.1
-4.162957,-4.3055863,2.4780905,0.93,3.1
-4.161165,-4.2938423,2.472066,0.94,3.1
-4.159152,-4.282069,2.46612,0.95,3.1
-4.156924,-4.2702727,2.4602516,0.96,3.1
-4.15449,-4.2584596,2.4544585,0.97,3.1
-4.151856,-4.246637,2.4487345,0.98,3.1
-4.1490273,-4.2348075,2.443081,0.99,3.1
-4.1460114,-4.222976,2.437492,1.0,3.1
-3.5124748,-4.423267,3.3373067,0.01,3.2
-3.5127156,-4.423844,3.3368206,0.02,3.2
-3.51312,-4.4248033,3.3360078,0.03,3.2
-3.5136912,-4.426146,3.3348682,0.04,3.2
-3.5144367,-4.42787,3.3333952,0.05,3.2
-3.5153677,-4.429975,3.3315876,0.06,3.2
-3.5164914,-4.4324565,3.3294375,0.07,3.2
-3.5178244,-4.435313,3.3269413,0.08,3.2
-3.5193808,-4.4385395,3.3240893,0.09,3.2
-3.5211818,-4.4421296,3.320874,0.1,3.2
-3.5232484,-4.446076,3.3172882,0.11,3.2
-3.525605,-4.4503675,3.3133209,0.12,3.2
-3.5282815,-4.454989,3.3089614,0.13,3.2
-3.5313108,-4.4599266,3.3042033,0.14,3.2
-3.5345895,-4.4652944,3.2989037,0.15,3.2
-3.5381248,-4.471096,3.2930286,0.16,3.2
-3.542091,-4.4771724,3.2866929,0.17,3.2
-3.5465262,-4.4834948,3.2798893,0.18,3.2
-3.5514698,-4.490023,3.272611,0.19,3.2
-3.5569632,-4.4967227,3.2648537,0.2,3.2
-3.5630414,-4.503547,3.25662,0.21,3.2
-3.569739,-4.51045,3.2479103,0.22,3.2
-3.577088,-4.5173826,3.238731,0.23,3.2
-3.5851154,-4.5242944,3.2290952,0.24,3.2
-3.5938394,-4.531133,3.219015,0.25,3.2
-3.603278,-4.537845,3.2085087,0.26,3.2
-3.6131546,-4.5445313,3.1977384,0.27,3.2
-3.623358,-4.5512033,3.1867852,0.28,3.2
-3.6342838,-4.5575943,3.1754744,0.29,3.2
-3.645923,-4.563655,3.163834,0.3,3.2
-3.6558545,-4.571013,3.1519156,0.31,3.2
-3.665328,-4.578744,3.1397374,0.32,3.2
-3.6752784,-4.586142,3.12732,0.33,3.2
-3.685685,-4.5931644,3.1146934,0.34,3.2
-3.6965258,-4.599773,3.1018898,0.35,3.2
-3.7077758,-4.605931,3.0889404,0.36,3.2
-3.7194092,-4.611608,3.0758746,0.37,3.2
-3.7313924,-4.6167774,3.0627215,0.38,3.2
-3.7436965,-4.621415,3.0495121,0.39,3.2
-3.7562888,-4.6255,3.03627,0.4,3.2
-3.769134,-4.6290174,3.023021,0.41,3.2
-3.7821977,-4.6319547,3.0097911,0.42,3.2
-3.7954464,-4.6343026,2.9966006,0.43,3.2
-3.808842,-4.6360545,2.9834704,0.44,3.2
-3.822352,-4.6372094,2.9704208,0.45,3.2
-3.8359401,-4.6377654,2.9574666,0.46,3.2
-3.849572,-4.637727,2.9446256,0.47,3.2
-3.8632154,-4.6370983,2.9319093,0.48,3.2
-3.876837,-4.6358867,2.9193327,0.49,3.2
-3.8904054,-4.6341023,2.9069054,0.5,3.2
-3.9038885,-4.6317534,2.8946345,0.51,3.2
-3.9172595,-4.6288543,2.8825316,0.52,3.2
-3.930489,-4.6254177,2.8706026,0.53,3.2
-3.9435506,-4.6214576,2.8588507,0.54,3.2
-3.95642,-4.6169915,2.847284,0.55,3.2
-3.969073,-4.612034,2.8359017,0.56,3.2
-3.9814892,-4.6066017,2.8247094,0.57,3.2
-3.9936469,-4.600713,2.8137076,0.58,3.2
-4.005528,-4.5943847,2.8028963,0.59,3.2
-4.0171146,-4.587637,2.7922788,0.6,3.2
-4.0285544,-4.5815024,2.7806945,0.61,3.2
-4.0398273,-4.5759697,2.7681792,0.62,3.2
-4.049864,-4.570131,2.7569582,0.63,3.2
-4.057802,-4.564119,2.7480223,0.64,3.2
-4.0654306,-4.5577235,2.7391562,0.65,3.2
-4.07273,-4.551004,2.7301085,0.66,3.2
-4.0797143,-4.5439153,2.7212474,0.67,3.2
-4.0863776,-4.5364747,2.7125711,0.68,3.2
-4.092786,-4.5286818,2.703889,0.69,3.2
-4.0992136,-4.5204635,2.6944256,0.7,3.2
-4.105196,-4.5121217,2.685178,0.71,3.2
-4.1100883,-4.504867,2.6766748,0.72,3.2
-4.1147614,-4.4971037,2.6678941,0.73,3.2
-4.1191406,-4.4889994,2.6591587,0.74,3.2
-4.1232014,-4.4806285,2.6505802,0.75,3.2
-4.1269436,-4.4720025,2.6421537,0.76,3.2
-4.13037,-4.463139,2.6338758,0.77,3.2
-4.133482,-4.4540505,2.6257436,0.78,3.2
-4.136284,-4.444752,2.6177518,0.79,3.2
-4.1387787,-4.435257,2.6098971,0.8,3.2
-4.14097,-4.4255795,2.6021757,0.81,3.2
-4.142864,-4.4157305,2.5945842,0.82,3.2
-4.1444635,-4.4057236,2.587117,0.83,3.2
-4.145773,-4.3955674,2.5797708,0.84,3.2
-4.146799,-4.3852773,2.5725427,0.85,3.2
-4.147547,-4.374861,2.5654278,0.86,3.2
-4.1480217,-4.3643317,2.5584238,0.87,3.2
-4.14823,-4.3536963,2.5515258,0.88,3.2
-4.148177,-4.3429666,2.5447295,0.89,3.2
-4.1478705,-4.33215,2.5380328,0.9,3.2
-4.147315,-4.321257,2.5314312,0.91,3.2
-4.1465173,-4.3102946,2.524922,0.92,3.2
-4.1454835,-4.2992697,2.518502,0.93,3.2
-4.144221,-4.2881913,2.512167,0.94,3.2
-4.1427345,-4.2770658,2.5059152,0.95,3.2
-4.1410313,-4.2658997,2.4997425,0.96,3.2
-4.1391172,-4.2546997,2.4936461,0.97,3.2
-4.1369996,-4.2434716,2.4876237,0.98,3.2
-4.134683,-4.232222,2.481671,0.99,3.2
-4.1321754,-4.2209554,2.475788,1.0,3.2
-3.5019643,-4.3714485,3.3655472,0.01,3.3
-3.5021646,-4.3719945,3.365109,0.02,3.3
-3.5025022,-4.372903,3.3643758,0.03,3.3
-3.5029795,-4.374174,3.3633473,0.04,3.3
-3.5036025,-4.3758087,3.3620203,0.05,3.3
-3.504379,-4.377805,3.3603895,0.06,3.3
-3.5053167,-4.3801627,3.3584495,0.07,3.3
-3.5064282,-4.382877,3.3561962,0.08,3.3
-3.5077262,-4.3859487,3.3536205,0.09,3.3
-3.5092266,-4.3893733,3.3507166,0.1,3.3
-3.5109484,-4.393145,3.347476,0.11,3.3
-3.5129132,-4.3972573,3.3438885,0.12,3.3
-3.5151446,-4.4017005,3.3399448,0.13,3.3
-3.5176713,-4.406463,3.3356354,0.14,3.3
-3.5205235,-4.411529,3.3309493,0.15,3.3
-3.5237365,-4.41688,3.325877,0.16,3.3
-3.527345,-4.4224935,3.3204107,0.17,3.3
-3.5312648,-4.428463,3.3144238,0.18,3.3
-3.5354269,-4.434865,3.3078122,0.19,3.3
-3.540066,-4.4414735,3.3007493,0.2,3.3
-3.5452187,-4.448252,3.2932312,0.21,3.3
-3.5509217,-4.455162,3.285259,0.22,3.3
-3.5572078,-4.462157,3.2768316,0.23,3.3
-3.5641077,-4.469195,3.2679574,0.24,3.3
-3.571647,-4.4762225,3.2586427,0.25,3.3
-3.5798457,-4.4831963,3.2489004,0.26,3.3
-3.58872,-4.490062,3.2387457,0.27,3.3
-3.598279,-4.4967732,3.2281988,0.28,3.3
-3.608526,-4.50328,3.2172787,0.29,3.3
-3.6194584,-4.5095363,3.2060103,0.3,3.3
-3.631067,-4.515496,3.1944208,0.31,3.3
-3.6416032,-4.5222707,3.1827235,0.32,3.3
-3.6505816,-4.530151,3.170925,0.33,3.3
-3.6600196,-4.5377293,3.1588852,0.34,3.3
-3.669899,-4.5449643,3.146632,0.35,3.3
-3.6802008,-4.5518184,3.1341953,0.36,3.3
-3.690902,-4.5582576,3.1216037,0.37,3.3
-3.7019763,-4.5642495,3.1088848,0.38,3.3
-3.7133996,-4.5697684,3.0960677,0.39,3.3
-3.7251403,-4.5747905,3.0831773,0.4,3.3
-3.7371676,-4.579293,3.0702415,0.41,3.3
-3.749451,-4.58326,3.0572836,0.42,3.3
-3.7619574,-4.58668,3.0443256,0.43,3.3
-3.7746565,-4.589541,3.0313911,0.44,3.3
-3.7875116,-4.5918365,3.018499,0.45,3.3
-3.8004916,-4.5935626,3.0056684,0.46,3.3
-3.813563,-4.594717,2.9929156,0.47,3.3
-3.826693,-4.5953016,2.9802556,0.48,3.3
-3.8398504,-4.5953183,2.967703,0.49,3.3
-3.8530028,-4.5947742,2.9552705,0.5,3.3
-3.8661208,-4.593674,2.942969,0.51,3.3
-3.8791726,-4.59203,2.9308069,0.52,3.3
-3.8921328,-4.5898514,2.9187949,0.53,3.3
-3.9049742,-4.587148,2.906938,0.54,3.3
-3.9176698,-4.5839353,2.8952448,0.55,3.3
-3.9301956,-4.5802264,2.8837173,0.56,3.3
-3.9425294,-4.576035,2.8723624,0.57,3.3
-3.9546478,-4.5713773,2.86118,0.58,3.3
-3.9665337,-4.5662684,2.8501756,0.59,3.3
-3.9781656,-4.5607247,2.8393478,0.6,3.3
-3.9895287,-4.5547647,2.8287003,0.61,3.3
-4.0006075,-4.5484023,2.8182313,0.62,3.3
-4.011386,-4.541656,2.8079412,0.63,3.3
-4.0218525,-4.5345426,2.797829,0.64,3.3
-4.0322485,-4.5286665,2.786087,0.65,3.3
-4.042348,-4.522681,2.774266,0.66,3.3
-4.050622,-4.516525,2.764395,0.67,3.3
-4.0575824,-4.510141,2.755873,0.68,3.3
-4.0642385,-4.503409,2.7475114,0.69,3.3
-4.070575,-4.4963784,2.7390873,0.7,3.3
-4.0765905,-4.4890637,2.7306206,0.71,3.3
-4.082651,-4.481337,2.7213414,0.72,3.3
-4.088435,-4.473311,2.7121155,0.73,3.3
-4.0932436,-4.466032,2.7032287,0.74,3.3
-4.097677,-4.4585752,2.6944585,0.75,3.3
-4.101861,-4.450819,2.6856034,0.76,3.3
-4.1057057,-4.442929,2.6770384,0.77,3.3
-4.1092486,-4.434795,2.6686177,0.78,3.3
-4.112491,-4.426431,2.660337,0.79,3.3
-4.1154356,-4.4178495,2.6521912,0.8,3.3
-4.118085,-4.4090667,2.644178,0.81,3.3
-4.1204433,-4.400092,2.6362934,0.82,3.3
-4.122514,-4.39094,2.6285346,0.83,3.3
-4.1243,-4.381621,2.620896,0.84,3.3
-4.125808,-4.372147,2.613376,0.85,3.3
-4.127041,-4.3625293,2.6059706,0.86,3.3
-4.1280036,-4.352778,2.598675,0.87,3.3
-4.1287017,-4.3429017,2.591486,0.88,3.3
-4.129141,-4.3329134,2.5844014,0.89,3.3
-4.1293273,-4.3228197,2.5774164,0.9,3.3
-4.129265,-4.312631,2.5705283,0.91,3.3
-4.12896,-4.302355,2.563733,0.92,3.3
-4.12842,-4.2920003,2.5570285,0.93,3.3
-4.127648,-4.281574,2.550412,0.94,3.3
-4.1266522,-4.2710843,2.5438786,0.95,3.3
-4.125437,-4.2605367,2.537426,0.96,3.3
-4.124008,-4.2499404,2.531052,0.97,3.3
-4.1223736,-4.2393003,2.524753,0.98,3.3
-4.120537,-4.2286215,2.5185273,0.99,3.3
-4.1185045,-4.2179103,2.5123713,1.0,3.3
-3.49298,-4.324469,3.3902962,0.01,3.4
-3.4931495,-4.324984,3.3898995,0.02,3.4
-3.4934337,-4.3258424,3.3892386,0.03,3.4
-3.4938362,-4.327044,3.3883097,0.04,3.4
-3.4943607,-4.328588,3.3871088,0.05,3.4
-3.4950142,-4.3304763,3.385634,0.06,3.4
-3.4958034,-4.332708,3.3838804,0.07,3.4
-3.4967387,-4.335281,3.3818429,0.08,3.4
-3.4978297,-4.338195,3.3795118,0.09,3.4
-3.4990914,-4.34145,3.3768857,0.1,3.4
-3.5005376,-4.34504,3.3739507,0.11,3.4
-3.5021868,-4.3489614,3.3707001,0.12,3.4
-3.5040605,-4.35321,3.3671267,0.13,3.4
-3.506182,-4.3577747,3.3632178,0.14,3.4
-3.508578,-4.3626456,3.3589647,0.15,3.4
-3.511279,-4.36781,3.3543565,0.16,3.4
-3.514316,-4.3732495,3.3493834,0.17,3.4
-3.5177252,-4.378943,3.3440354,0.18,3.4
-3.5215442,-4.3848653,3.3383071,0.19,3.4
-3.52581,-4.390988,3.3321896,0.2,3.4
-3.530274,-4.39756,3.3254077,0.21,3.4
-3.5351372,-4.4043846,3.318115,0.22,3.4
-3.5405216,-4.4113417,3.3103874,0.23,3.4
-3.546456,-4.41839,3.302225,0.24,3.4
-3.5529706,-4.4254856,3.2936325,0.25,3.4
-3.5600908,-4.4325843,3.2846186,0.26,3.4
-3.5678365,-4.4396405,3.275192,0.27,3.4
-3.5762255,-4.446607,3.2653687,0.28,3.4
-3.5852644,-4.4534373,3.2551622,0.29,3.4
-3.5949595,-4.4600835,3.2445943,0.3,3.4
-3.6053097,-4.4665036,3.2336862,0.31,3.4
-3.6163063,-4.472652,3.22246,0.32,3.4
-3.6271694,-4.4790235,3.2109494,0.33,3.4
-3.6363428,-4.4866495,3.1991985,0.34,3.4
-3.6459467,-4.4940085,3.1872113,0.35,3.4
-3.6559632,-4.501057,3.1750152,0.36,3.4
-3.6659124,-4.508014,3.1628692,0.37,3.4
-3.676122,-4.514656,3.1506267,0.38,3.4
-3.686696,-4.520882,3.1382482,0.39,3.4
-3.6976125,-4.526666,3.125762,0.4,3.4
-3.7088404,-4.531983,3.113193,0.41,3.4
-3.7203548,-4.536811,3.1005661,0.42,3.4
-3.732125,-4.5411363,3.0879018,0.43,3.4
-3.7441213,-4.5449424,3.0752258,0.44,3.4
-3.7563124,-4.5482187,3.0625565,0.45,3.4
-3.7686663,-4.5509586,3.049915,0.46,3.4
-3.781153,-4.5531545,3.0373175,0.47,3.4
-3.7937407,-4.554804,3.0247812,0.48,3.4
-3.8063974,-4.5559077,3.0123231,0.49,3.4
-3.819095,-4.5564666,2.999955,0.5,3.4
-3.8318012,-4.556486,2.9876902,0.51,3.4
-3.844487,-4.5559707,2.9755392,0.52,3.4
-3.8571255,-4.554926,2.9635124,0.53,3.4
-3.8696887,-4.5533643,2.9516184,0.54,3.4
-3.8821514,-4.551295,2.9398654,0.55,3.4
-3.894487,-4.5487275,2.9282584,0.56,3.4
-3.9066718,-4.545675,2.916804,0.57,3.4
-3.9186862,-4.542152,2.9055061,0.58,3.4
-3.9305065,-4.5381713,2.8943686,0.59,3.4
-3.942114,-4.5337462,2.8833947,0.6,3.4
-3.95349,-4.5288954,2.8725855,0.61,3.4
-3.9646184,-4.52363,2.861942,0.62,3.4
-3.9754837,-4.5179687,2.8514671,0.63,3.4
-3.9860704,-4.5119243,2.8411586,0.64,3.4
-3.9963675,-4.5055146,2.8310173,0.65,3.4
-4.006364,-4.498757,2.8210423,0.66,3.4
-4.0160465,-4.4916644,2.8112319,0.67,3.4
-4.0254717,-4.484639,2.8011467,0.68,3.4
-4.0347767,-4.47862,2.7897363,0.69,3.4
-4.0437384,-4.472259,2.7785451,0.7,3.4
-4.0502725,-4.4658585,2.7699883,0.71,3.4
-4.056292,-4.459172,2.7618346,0.72,3.4
-4.062013,-4.4521823,2.7538226,0.73,3.4
-4.0676994,-4.4448256,2.745224,0.74,3.4
-4.073185,-4.437206,2.7361674,0.75,3.4
-4.0778656,-4.4301114,2.7272978,0.76,3.4
-4.082043,-4.423081,2.7186334,0.77,3.4
-4.0859876,-4.4156766,2.7098598,0.78,3.4
-4.089695,-4.4079185,2.7009912,0.79,3.4
-4.0931025,-4.3999763,2.6923146,0.8,3.4
-4.0961585,-4.392051,2.6840456,0.81,3.4
-4.0989323,-4.3839173,2.6759033,0.82,3.4
-4.101424,-4.3755875,2.6678846,0.83,3.4
-4.1036406,-4.3670754,2.6599874,0.84,3.4
-4.105582,-4.3583884,2.6522074,0.85,3.4
-4.1072545,-4.34954,2.6445396,0.86,3.4
-4.108661,-4.3405423,2.6369832,0.87,3.4
-4.109808,-4.3314037,2.6295333,0.88,3.4
-4.110696,-4.3221326,2.6221871,0.89,3.4
-4.111335,-4.3127427,2.6149414,0.9,3.4
-4.1117268,-4.3032393,2.6077936,0.91,3.4
-4.1118774,-4.293634,2.6007395,0.92,3.4
-4.1117916,-4.283932,2.5937765,0.93,3.4
-4.111475,-4.274143,2.5869014,0.94,3.4
-4.110934,-4.2642756,2.580111,0.95,3.4
-4.1101723,-4.254334,2.5734026,0.96,3.4
-4.1091967,-4.244328,2.5667737,0.97,3.4
-4.1080117,-4.2342634,2.560222,0.98,3.4
-4.1066246,-4.224146,2.553744,0.99,3.4
-4.1050377,-4.2139826,2.5473366,1.0,3.4
-3.4852211,-4.28178,3.4120734,0.01,3.5
-3.4853647,-4.2822647,3.4117148,0.02,3.5
-3.4856067,-4.283074,3.411116,0.03,3.5
-3.485948,-4.2842083,3.4102733,0.04,3.5
-3.4863942,-4.285666,3.4091864,0.05,3.5
-3.4869494,-4.2874494,3.4078507,0.06,3.5
-3.4876196,-4.2895584,3.4062624,0.07,3.5
-3.4884117,-4.2919917,3.4044144,0.08,3.5
-3.489338,-4.2947516,3.4023023,0.09,3.5
-3.4904058,-4.2978354,3.3999193,0.1,3.5
-3.4916308,-4.3012414,3.397257,0.11,3.5
-3.493026,-4.30497,3.3943074,0.12,3.5
-3.4946115,-4.309015,3.391063,0.13,3.5
-3.4964054,-4.3133726,3.387512,0.14,3.5
-3.4984314,-4.318034,3.3836455,0.15,3.5
-3.5007155,-4.32299,3.3794522,0.16,3.5
-3.5032852,-4.328228,3.374923,0.17,3.5
-3.5061748,-4.333732,3.3700483,0.18,3.5
-3.5094137,-4.3394804,3.364817,0.19,3.5
-3.5130405,-4.345452,3.3592227,0.2,3.5
-3.5170906,-4.351618,3.3532567,0.21,3.5
-3.521602,-4.3579493,3.3469155,0.22,3.5
-3.526421,-4.3645954,3.3400202,0.23,3.5
-3.5315325,-4.3715706,3.332519,0.24,3.5
-3.5371678,-4.3786397,3.3246038,0.25,3.5
-3.5433528,-4.3857617,3.3162744,0.26,3.5
-3.5501144,-4.3928943,3.3075392,0.27,3.5
-3.55747,-4.399995,3.298407,0.28,3.5
-3.565437,-4.407018,3.2888896,0.29,3.5
-3.5740259,-4.41392,3.2790034,0.3,3.5
-3.5832403,-4.420657,3.268765,0.31,3.5
-3.593079,-4.4271865,3.258193,0.32,3.5
-3.6035397,-4.433466,3.2473104,0.33,3.5
-3.6141489,-4.439779,3.2361462,0.34,3.5
-3.6229293,-4.447451,3.2247424,0.35,3.5
-3.6321256,-4.4548764,3.213103,0.36,3.5
-3.641721,-4.4620185,3.2012544,0.37,3.5
-3.6516984,-4.468841,3.189221,0.38,3.5
-3.662036,-4.4753127,3.1770306,0.39,3.5
-3.6727128,-4.481407,3.1647074,0.4,3.5
-3.6837032,-4.487096,3.1522791,0.41,3.5
-3.694469,-4.4926353,3.1400242,0.42,3.5
-3.705516,-4.497716,3.1277022,0.43,3.5
-3.7168176,-4.50232,3.1153321,0.44,3.5
-3.7283447,-4.5064325,3.1029384,0.45,3.5
-3.7400682,-4.510043,3.090538,0.46,3.5
-3.7519598,-4.5131416,3.0781524,0.47,3.5
-3.7639868,-4.515722,3.065797,0.48,3.5
-3.776123,-4.5177817,3.0534897,0.49,3.5
-3.788337,-4.519317,3.0412438,0.5,3.5
-3.800601,-4.52033,3.0290737,0.51,3.5
-3.8128846,-4.520824,3.0169919,0.52,3.5
-3.8251615,-4.520801,3.0050094,0.53,3.5
-3.8374033,-4.52027,2.9931366,0.54,3.5
-3.8495853,-4.519236,2.981382,0.55,3.5
-3.8616807,-4.5177097,2.9697533,0.56,3.5
-3.8736658,-4.5157003,2.9582565,0.57,3.5
-3.8855188,-4.513219,2.9468987,0.58,3.5
-3.8972166,-4.510278,2.9356842,0.59,3.5
-3.9087393,-4.5068884,2.9246166,0.6,3.5
-3.920068,-4.5030656,2.9136984,0.61,3.5
-3.9311852,-4.498822,2.9029348,0.62,3.5
-3.9420726,-4.4941726,2.8923252,0.63,3.5
-3.952716,-4.4891305,2.8818712,0.64,3.5
-3.9631011,-4.4837117,2.8715725,0.65,3.5
-3.9732168,-4.4779305,2.861431,0.66,3.5
-3.9830499,-4.471802,2.8514464,0.67,3.5
-3.992591,-4.465342,2.8416164,0.68,3.5
-4.0018306,-4.458564,2.8319402,0.69,3.5
-4.0107613,-4.4514832,2.822415,0.7,3.5
-4.0193768,-4.4441147,2.8130429,0.71,3.5
-4.0278215,-4.4374247,2.8027344,0.72,3.5
-4.036034,-4.4310565,2.7919126,0.73,3.5
-4.0433574,-4.4244695,2.7819316,0.74,3.5
-4.04877,-4.417819,2.773972,0.75,3.5
-4.054096,-4.4108315,2.7655911,0.76,3.5
-4.0593023,-4.4035354,2.7568843,0.77,3.5
-4.0638237,-4.3965983,2.748414,0.78,3.5
-4.0677834,-4.3898544,2.7401462,0.79,3.5
-4.0714464,-4.3829184,2.7317078,0.8,3.5
-4.0749345,-4.3755455,2.722912,0.81,3.5
-4.0781507,-4.3679466,2.71423,0.82,3.5
-4.081092,-4.360147,2.70568,0.83,3.5
-4.083761,-4.352158,2.69726,0.84,3.5
-4.0861187,-4.344144,2.6891465,0.85,3.5
-4.088189,-4.336039,2.681248,0.86,3.5
-4.0899982,-4.327768,2.6734583,0.87,3.5
-4.0915527,-4.319341,2.6657746,0.88,3.5
-4.0928535,-4.3107677,2.6581943,0.89,3.5
-4.0939064,-4.3020587,2.6507142,0.9,3.5
-4.0947137,-4.29322,2.64333,0.91,3.5
-4.0952826,-4.284264,2.6360412,0.92,3.5
-4.0956182,-4.2751985,2.628843,0.93,3.5
-4.095723,-4.26603,2.621734,0.94,3.5
-4.095603,-4.2567687,2.6147094,0.95,3.5
-4.095263,-4.24742,2.6077673,0.96,3.5
-4.0947084,-4.237991,2.6009057,0.97,3.5
-4.0939436,-4.2284904,2.5941207,0.98,3.5
-4.092974,-4.218923,2.587411,0.99,3.5
-4.091806,-4.2092943,2.580773,1.0,3.5
-3.4784534,-4.2429004,3.4313104,0.01,3.6
-3.478577,-4.243358,3.4309835,0.02,3.6
-3.4787838,-4.2441216,3.4304407,0.03,3.6
-3.4790766,-4.245189,3.4296765,0.04,3.6
-3.4794595,-4.2465644,3.4286895,0.05,3.6
-3.4799342,-4.2482467,3.4274764,0.06,3.6
-3.4805088,-4.2502375,3.4260345,0.07,3.6
-3.4811869,-4.252537,3.4243553,0.08,3.6
-3.4819777,-4.255145,3.4224372,0.09,3.6
-3.48289,-4.258063,3.4202712,0.1,3.6
-3.4839358,-4.26129,3.4178517,0.11,3.6
-3.4851253,-4.2648273,3.41517,0.12,3.6
-3.4864757,-4.2686696,3.4122179,0.13,3.6
-3.4880042,-4.272816,3.4089868,0.14,3.6
-3.4897287,-4.277262,3.4054663,0.15,3.6
-3.4916737,-4.281999,3.4016454,0.16,3.6
-3.493862,-4.2870197,3.3975155,0.17,3.6
-3.4963214,-4.292311,3.393065,0.18,3.6
-3.4990833,-4.297858,3.388284,0.19,3.6
-3.5021794,-4.3036437,3.3831637,0.2,3.6
-3.505645,-4.309644,3.3776972,0.21,3.6
-3.509512,-4.3158336,3.3718746,0.22,3.6
-3.5138185,-4.3221836,3.3656933,0.23,3.6
-3.5185986,-4.3286614,3.3591483,0.24,3.6
-3.5237167,-4.3353987,3.3520825,0.25,3.6
-3.5290947,-4.3424654,3.3443935,0.26,3.6
-3.5349991,-4.349588,3.3363082,0.27,3.6
-3.5414515,-4.3567266,3.3278308,0.28,3.6
-3.548471,-4.3638396,3.3189714,0.29,3.6
-3.5560744,-4.3708863,3.3097396,0.3,3.6
-3.5642707,-4.377824,3.3001502,0.31,3.6
-3.5730653,-4.384611,3.290219,0.32,3.6
-3.5824597,-4.3912067,3.2799628,0.33,3.6
-3.5924478,-4.397572,3.2694032,0.34,3.6
-3.6026313,-4.4039416,3.2585657,0.35,3.6
-3.6110632,-4.4116235,3.2474904,0.36,3.6
-3.6198945,-4.419077,3.2361825,0.37,3.6
-3.629113,-4.4262652,3.224663,0.38,3.6
-3.638702,-4.4331584,3.2129588,0.39,3.6
-3.6486404,-4.4397235,3.2010934,0.4,3.6
-3.6589105,-4.445933,3.189092,0.41,3.6
-3.6694872,-4.451761,3.1769753,0.42,3.6
-3.680347,-4.457187,3.1647708,0.43,3.6
-3.6914647,-4.4621863,3.152498,0.44,3.6
